judul_indo,clean_text,cluster
Uji aktivitas antiinflamasi ekstrak air herba ciplukan (Physalis angulata L.) terhadap tikus putih (Rattus norvegicus L.) jantan galur wistar yang diinduksi karagenan,uji antiinflamasi ekstrak herba ciplukan physalis angulata tikus putih jantan galur wistar diinduksi karagenan,10
AKTIVITAS ANTIHIPERKOLESTROLEMIK EKSTRAK CAIR BELIMBING WULUH (Averrhoa bilimbi Linn.) PADA PEMODELAN HIPERKOLESTEROLEMIK TIKUS WISTAR JANTAN,antihiperkolestrolemik ekstrak cair belimbing wuluh averrhoa bilimbi linn pemodelan hiperkolesterolemik tikus wistar jantan,10
Aktivitas antiinflamasi patch ekstrak etanol daun katuk (Sauropus androgynus L. Merr),antiinflamasi patch ekstrak etanol daun katuk sauropus androgynus merr,10
Pengaruh pH terhadap stabilitas alpha arbutin dalam gel niosom,ph stabilitas alpha arbutin gel niosom,10
Uji efek penyembuhan luka fase air ekstrak ikan toman (Channa micropeltes) pada tikus putih jantan wistar yang diberi luka sayat,uji penyembuhan luka fase ekstrak ikan toman channa micropeltes tikus putih jantan wistar luka sayat,10
"Pengaruh Metode Ekstraksi Terhadap Kandungan Total Fenolik dan Aktivitas Antioksidan Daun Salam (Syzygium polyanthum) Menggunakan DPPH (1, 1-Diphenyl-2-Picrylhidrazil)",ekstraksi kandungan total fenolik antioksidan daun salam syzygium polyanthum dpph diphenyl picrylhidrazil,10
Penentuan nilai sun protection factor (SPF) ekstrak dan fraksi rimpang lengkuas (Alpinia galanga) sebagai tabir surya dengan metode spektrofotometri UV-VIS,penentuan nilai sun protection factor spf ekstrak fraksi rimpang lengkuas alpinia galanga tabir surya spektrofotometri uv vis,0
Losio Antioksidan Buah Naga Merah (Hylocereus polyrhizusBritton and Rose),losio antioksidan buah naga merah hylocereus polyrhizusbritton rose,10
Uji Aktivitas Antijamur Ekstrak Etanol Daun Mangga Bacang (Mangifera foetida L.) Terhadap Candida albicans Secara In Vitro,uji antijamur ekstrak etanol daun mangga bacang mangifera foetida candida albicans vitro,10
STANDARISASI EKSTRAK ETANOL DAUN BUAS-BUAS (Premna serratifolia Linn.) DAN KAYU SECANG (Caesalpinia sappan Linn.).,standarisasi ekstrak etanol daun buas buas premna serratifolia linn kayu secang caesalpinia sappan linn,10
Aktivitas Antinosiseptif Fraksi Diklorometana Daun Kratom (Mitragyna speciosa Korth.) Rute Oral Pada Mencit Jantan Swiss,antinosiseptif fraksi diklorometana daun kratom mitragyna speciosa korth rute oral mencit jantan swiss,10
Uji Efektivitas Antibakteri Sediaan Krim Tipe M/A Dari Minyak Atsiri Kulit Buah Jeruk Pontianak (Citrus nobilis Lour. var. microcarpa) Terhadap Isolat Propionibacterium Acnes …,uji efektivitas antibakteri sediaan krim tipe m minyak atsiri kulit buah jeruk lour isolat propionibacterium acnes,10
Uji Aktivitas Antiinflamasi Ekstrak Air Herba Ciplukan (Physalis angulata L.) pada Tikus Wistar (Rattus norvegicus L.) yang Diinduksi Karagenan,uji antiinflamasi ekstrak herba ciplukan physalis angulata tikus wistar diinduksi karagenan,10
Uji aktivitas antibakteri ekstrak etanol daun mangga bacang (Mangifera foetida l.) terhadap Escherichia coli secara in vitro,uji antibakteri ekstrak etanol daun mangga bacang mangifera foetida escherichia vitro,10
Pengaruh variasi gula terhadap karakteristik sediaan minuman serbuk instan kombinasi rimpang jahe dan temu putih,variasi gula karakteristik sediaan minuman serbuk instan kombinasi rimpang jahe temu putih,10
Identifikasi senyawa fenol dan flavonoid dari berbagai bagian tanaman Senggani (Melastoma malabathricum L.) menggunakan metode kromatografi lapis tipis,identifikasi senyawa fenol flavonoid tanaman senggani melastoma malabathricum kromatografi lapis tipis,10
Verifikasi metode analisis larutan alpha arbutin menggunakan Spektrofotometer UV-Vis Shimadzu UV-2450,verifikasi larutan alpha arbutin spektrofotometer uv vis shimadzu uv,10
Rancang Bangun Sistem Informasi Administrasi Informatika (SI-ADIF),rancang bangun informasi informatika si adif,7
Analisis Sentimen Calon Presiden Indonesia 2019 dari Media Sosial Twitter Menggunakan Metode Naive Bayes,sentimen calon presiden media sosial twitter naive bayes,10
Penerapan augmented reality sebagai media pembelajaran mengenal planet-planet di tata surya,augmented reality media pembelajaran mengenal planet planet tata surya,5
Implementasi Metode Simple Additive Weighting (SAW) pada Sistem Pendukung Keputusan dalam Menentukan Prioritas Perbaikan Jalan,simple saw pendukung keputusan menentukan prioritas perbaikan,10
Rancang Bangun Aplikasi Virtual Tour Lokasi Rekreasi dan Hiburan Keluarga di Pontianak,rancang bangun aplikasi virtual tour lokasi rekreasi hiburan keluarga,7
Rancang Bangun Aplikasi Pemesanan Menu Di Restoran Berbasis Web,rancang bangun aplikasi pemesanan menu restoran web,7
Tracer Study Alumni Fakultas Teknik Universitas Tanjungpura Dengan Sistem Informasi Berbasis Web,tracer study alumni informasi web,10
Penerapan fitur 3D maps pada aplikasi virtual tour sebagai media promosi wisata Qubu resort,fitur d maps aplikasi virtual tour media promosi wisata qubu resort,10
Aplikasi Monitoring dan Evaluasi Kinerja Aparatur di Kejaksaan Negeri Mempawah,aplikasi monitoring evaluasi kinerja aparatur kejaksaan,0
Analisis Quality of Service (QoS) pada Jaringan Internet (Studi Kasus: Fakultas Kedokteran Universitas Tanjungpura),quality service qos jaringan internet kedokteran,10
Sistem Informasi dan Manajemen Pemberkasan Perkara di Kejaksaan Negeri Mempawah,informasi manajemen pemberkasan perkara kejaksaan,10
Pengembangan knowledge management system (kms) untuk pengelolaan hasil penelitian di universitas tanjungpura,knowledge management system kms pengelolaan penelitian,10
Aplikasi Virtual Tour Berbasis Multimedia Interaktif Pada Objek Wisata Qubu Resort Pontianak,aplikasi virtual tour multimedia interaktif objek wisata qubu resort,10
Tuning For Quality Untuk Uji Akurasi Mesin Penerjemah Statistik (MPS) Bahasa Indonesia-Bahasa Dayak Kanayatn,tuning for quality uji akurasi mesin penerjemah statistik mps bahasa bahasa kanayatn,4
Spelling corrector bahasa indonesia dengan kombinasi metode peter norvig dan n-gram,spelling corrector bahasa kombinasi peter norvig n gram,4
Penerapan Visual Novel Dari Cerita Rakyat Asal Usul Kota Pontianak,visual novel cerita rakyat usul,10
Penggunaan pivot language pada mesin penerjemah statistik bahasa inggris ke bahasa melayu sambas,pivot language mesin penerjemah statistik bahasa bahasa,4
Mengembangkan karakter peserta didik berbasis kearifan lokal melalui pembelajaran di sekolah,mengembangkan karakter peserta didik kearifan lokal pembelajaran sekolah,9
Analisis perilaku bisnis dan perspektif SDM terhadap keberlanjutan bisnis UKM pasca-COVID-19,perilaku bisnis perspektif sdm keberlanjutan bisnis pasca covid,10
Pengembangan Kawasan Terpadu Mandiri Dengan Pendekatan Model One Village One Product (Ovop) Daerah Transmigrasi Rasau Jaya,terpadu mandiri one village one product ovop transmigrasi rasau,10
Pengaruh Status Sosial Ekonomi Orang Tua Terhadap Minat Berwirausaha Mahasiswa Program Studi Pendidikan Ekonomi,status sosial ekonomi orang tua minat berwirausaha ekonomi,3
Implementasi KTSP dan kendalanya (antara harapan dan kenyataan),ktsp kendalanya harapan kenyataan,10
Pengendalian Sosial Berbasis Modal Sosial Lokal pada Masyarakat di Kalimantan Barat,pengendalian sosial modal sosial lokal masyarakat,8
Permintaan dan Penawaran dalam Ekonomi Mikro,permintaan penawaran ekonomi mikro,3
Pengembangan model pembelajaran teaching factory 6M menghadapi revolusi industri keempat di SMK Negeri 6 Pontianak,pembelajaran teaching factory m menghadapi revolusi industri keempat smk,10
"Membangun dan Mengembangkan pendidikan nilai, pembentukan karakter, dan pembiasaan sikap siswa melalui pembelajaran afektif",membangun mengembangkan nilai pembentukan karakter pembiasaan sikap pembelajaran afektif,0
ANALISIS LITERASI EKONOMI DALAM MEMBENTUK PERILAKU PRODUKTIF MAHASISWA MAGISTER PENDIDIKAN EKONOMI FKIP UNTAN,literasi ekonomi membentuk perilaku produktif magister ekonomi,3
Pengaruh Penguasaan Konsep Ekonomi Dan Status Sosial Ekonomi Orangtua Terhadap Pola Perilaku Konsumsi Siswa,penguasaan konsep ekonomi status sosial ekonomi orangtua perilaku konsumsi,3
Pengaruh rasionalitas ekonomi dan kelompok teman sebaya terhadap perilaku konsumsi mahasiswa pendidikan ekonomi fkip untan,rasionalitas ekonomi kelompok teman sebaya perilaku konsumsi ekonomi,3
Pengaruh kompetensi profesional dan efikasi diri guru terhadap prestasi belajar ekonomi siswa,kompetensi profesional efikasi guru prestasi belajar ekonomi,9
Implementasi pengabdian masyarakat melalui klinik publikasi ilmiah pada jurnal nasional bagi guru di sma negeri 2 kuala mandor b kabupaten kuburaya,pengabdian masyarakat klinik publikasi ilmiah jurnal guru,8
Analisis kesulitan belajar yang dihadapi siswa pada pembelajaran Geografi di masa pandemi COVID-19 (Studi Kasus di MAN 2 Pontianak),kesulitan belajar dihadapi pembelajaran geografi pandemi covid man,10
Analisis Kompetensi Sosial Guru Dalam Pembelajaran Geografi Pada Masa Pandemi Covid-19,kompetensi sosial guru pembelajaran geografi pandemi covid,9
Motivasi Belajar Geografi Secara Online pada Siswa Madrasah Aliyah,motivasi belajar geografi online madrasah aliyah,10
Meningkatkan kualitas layanan pelanggan pada UMKM melalui pemanfaatan ChatGPT,kualitas layanan pelanggan chatgpt,10
Peran Social Media Marketing dan Brand Awareness Terhadap Purchase Intention Produk Es Teh Indonesia,peran social media marketing brand awareness purchase intention produk es teh,10
Penentu Niat Berwirausaha: Studi pada Pelajar Indonesia,penentu niat berwirausaha pelajar,10
Penguatan Pendidikan Karakter Melalui Literasi Digital Sebagai Strategi Dalam Menuju Pembelajaran Imersif Era 4.0,penguatan karakter literasi digital strategi pembelajaran imersif era,10
Dampak Good Governance Terhadap Kualitas Pengambilan Keputusan Manajemen Publik,good governance kualitas pengambilan keputusan manajemen publik,0
Analisis Psikologi Bisnis Faktor Pembelian Konsumen: Tinjauan Literatur,psikologi bisnis faktor pembelian konsumen tinjauan literatur,10
paradigma guru dalam memaknai lahirnya kebijakan kurikulum merdeka,paradigma guru memaknai lahirnya kebijakan kurikulum merdeka,1
Analisis Pemanfaatan Internet Bagi Masyarakat Ditinjau dari Kondisi Perdesaan dan Perkotaan di Provinsi Indonesia,internet masyarakat ditinjau kondisi perdesaan perkotaan,8
Visualisasi Data Jumlah Kunjungan Wisatawan Asing dan Domestik ke Nusa Tenggara Timur Menggunakan Google Data Studio,visualisasi data kunjungan wisatawan asing domestik nusa google data studio,10
Social Marketing Project Pemasaran Produk Umkm Penjahit Rumahan Melalui Media Sosial Dan Marketplace,social marketing project pemasaran produk penjahit rumahan media sosial marketplace,10
Analisis Pengaruh Makna Kerja dan Totalitas Kerja terhadap Work-Life Balance Pekerja Perempuan di Ibu Kota di Indonesia,makna kerja totalitas kerja work life balance pekerja perempuan,10
Manajemen Kinerja Sumber Daya Manusia dan Pengembangan Budaya Organisasi dalam Peningkatan Ekonomi Kreatif Sektor Pariwisata,manajemen kinerja sumber daya manusia budaya organisasi ekonomi kreatif sektor pariwisata,3
Upaya Meningkatkan Minat Beli Produk Kecantikan Melalui Peran Customer Review dan Harga (Studi Kasus Pengguna Shopee),upaya minat beli produk kecantikan peran customer review harga pengguna shopee,10
"Dampak Gaya Kepemimpinan, Kepuasan Karyawan, Budaya Organisasi, dan Kinerja Keuangan di PT. XYZ",gaya kepemimpinan kepuasan budaya organisasi kinerja keuangan xyz,0
Strategi meningkatkan loyalitas pelanggan elektronik melalui kepuasan pelanggan elektronik pada bisnis e-commerce di Indonesia,strategi loyalitas pelanggan elektronik kepuasan pelanggan elektronik bisnis commerce,10
Pengaruh Harga Dan Customer Review Terhadap Minat Beli Produk Mascara Maybelline pada Pengguna Shopee Mall Indonesia di Jakarta,harga customer review minat beli produk mascara maybelline pengguna shopee mall,10
Efektivitas Peran Kelurahan Dalam Pelayanan Administrasi Kependudukan,efektivitas peran kelurahan pelayanan kependudukan,10
Pengaruh Komunikasi Dan Disiplin Kerja Terhadap Kinerja Karyawan,komunikasi disiplin kerja kinerja,0
Buku Pelengkap Implementasi Konsumerisme Hijau: Meningkatkan HOTS Siswa dalam Pembelajaran Lingkungan Hidup.,buku pelengkap konsumerisme hijau hots pembelajaran lingkungan hidup,10
Studi Literatur: Pengembangan media pembelajaran dengan video animasi powtoon,literatur media pembelajaran animasi powtoon,5
Faktor resiko yang berhubungan dengan kejadian abortus di RSUD UNGARAN Jawa Tengah,faktor resiko berhubungan kejadian abortus rsud ungaran,10
Penyusunan perangkat pembelajaran pada materi ruang lingkup biologi kelas X SMA,penyusunan perangkat pembelajaran materi ruang lingkup kelas,2
Peningkatan Life Skill melalui Pembelajaran berbasis Keunggulan Lokal,life skill pembelajaran keunggulan lokal,9
"Analisis kandungan nutrisi dan serat pisang (Musa paradisiaca) yang dijual di Pontianak, Indonesia",kandungan nutrisi serat pisang musa paradisiaca dijual,10
Pengembangan Modul Berbasis Discovery Learning Materi Struktur dan Fungsi Jaringan Tumbuhan SMA,modul discovery learning materi struktur fungsi jaringan tumbuhan,10
KELAYAKAN POP-UP BOOK KERAGAMAN JAMUR DI HUTAN LINDUNG GUNUNG NANING PADA MATERI KEANEKARAGAMAN HAYATI,kelayakan pop up book keragaman jamur hutan lindung gunung naning materi keanekaragaman hayati,10
Pembelajaran Biologi Menggunakan Model Sains Teknologi Masyarakat (STM) Berbasis Proyek Untuk Meningkatkan Hasil Belajar dan Sikap Peduli Lingkungan,pembelajaran sains teknologi masyarakat stm proyek belajar sikap peduli lingkungan,8
Sikap Lingkungan Siswa Indonesia terhadap Banjir Saat COVID-19: Model Pendidikan DIFMOL dalam Teknologi 21,sikap lingkungan banjir covid difmol teknologi,10
Pengaruh Flash Flipbook Terhadap Hasil Belajar Siswa Di Smp Negeri 11 Pontianak,flash flipbook belajar,2
Peningkatan Keterampilan pemecahan masalah (problem solving) calon guru biologi melalui pembelajaran berbasis kearifan lokal,keterampilan pemecahan problem solving calon guru pembelajaran kearifan lokal,9
Meningkatkan Hasil Belajar Siswa Menggunakan Model Kooperatif Tipe Teams Assisted Individualization di Kelas VII MTs AL-Muhajirin Rasau Jaya,belajar kooperatif tipe teams assisted individualization kelas muhajirin rasau,2
Media Konvensional Dan Media Digital Dalam Pembelajaran,media konvensional media digital pembelajaran,5
Studi Literatur: Pemanfaatan Powerpoint Interaktif sebagai Media Pembelajaran Biologi di SMA,literatur powerpoint interaktif media pembelajaran,5
"Kelayakan Booklet Materi Keanekaragaman Hayati Berdasarkan Morfologi dan Kandungan Gizi Buah Tepo, Kereke, Pirit",kelayakan booklet materi keanekaragaman hayati berdasarkan morfologi kandungan gizi buah tepo kereke pirit,10
Pengaruh Dukungan dan Perlindungan Pengawas Terhadap Keputusan Whistleblowing Pada Organisasi Pemerintah Daerah Di Indonesia,dukungan perlindungan pengawas keputusan whistleblowing organisasi pemerintah,10
PERKEMBANGAN UJI DIAGNOSTIK DUA TINGKAT BERBASIS E-LEARNING,perkembangan uji diagnostik tingkat learning,10
Desentralisasi fiskal dan probabilitas terjadinya korupsi: Sebuah bukti empiris dari Indonesia,desentralisasi fiskal probabilitas korupsi bukti empiris,10
"EKSPLORASI KESEMPATAN UNTUK MELAKUKAN FRAUD DI PEMERINTAH DAERAH, INDONESIA (EXPLORATION OPPORTUNITIES TO COMMIT FRAUD IN LOCAL GOVERNMENTS, INDONESIA)",eksplorasi kesempatan fraud pemerintah exploration opportunities to commit fraud local governments,10
"Pengaruh Batasan Waktu, Fee Audit, Pengalaman, dan Kompetensi terhadap Penyelesaian Audit",batasan fee audit pengalaman kompetensi penyelesaian audit,10
URGENSI MATA KULIAH UMUM PENDIDIKAN PANCASILA DALAM MENANAMKAN NILAI MORAL BUDAYA BANGSA PADA MAHASISWA MEMASUKI ERA REVOLUSI INDUSTRI 4.0,urgensi kuliah pancasila menanamkan nilai moral budaya bangsa memasuki era revolusi industri,0
"Pengaruh Price Earning Ratio, Dividend Yield, Book to Market Ratio Danaudit Quality Terhadap Return Saham",price earning ratio dividend yield book to market ratio danaudit quality return saham,10
MENINGKATKAN KETERAMPILAN PENALARAN SISWA UNTUK MENGATASI KESULITAN BELAJAR MATEMATIKA TAMBAHAN,keterampilan penalaran mengatasi kesulitan belajar tambahan,2
Perspektif Akuntansi Lingkungan: Suatu Tinjauan Teoritis Mengenai Dampak Isu Lingkungan Terhadap Akuntansi,perspektif akuntansi lingkungan tinjauan teoritis isu lingkungan akuntansi,10
PENGARUH STRATEGI PEMBELAJARAN DAN GAYA BELAJAR TERHADAP HASIL BELAJAR FISIKA,strategi pembelajaran gaya belajar belajar fisika,2
Penerapan Model Problem Based Learning (Pbl) Berbasis Eksperimen Untuk Meningkatkan Pemahaman Konsep USAha Dan Energi Ditinjau Dari Gaya Berpikir Siswa Di Man Rukoh Banda Aceh,problem learning eksperimen pemahaman konsep usaha energi ditinjau gaya berpikir man rukoh banda,10
Persepsi Mahasiswa Terhadap E-commerce melalui Facebook di,commerce facebook,10
PENGARUH PROPORSI ANGGARAN DAN FAKTOR NON KEUANGAN TERHADAP HASIL PEMERIKSAAN LAPORAN KEUANGAN PEMERINTAH DAERAH DI INDONESIA,proporsi anggaran faktor non keuangan pemeriksaan keuangan pemerintah,0
Kemampuan Smash dalam Permainan Bola Voli: Studi eksperimental gaya mengajar dan kemampuan motorik,smash permainan bola voli eksperimental gaya mengajar motorik,10
